10
#n ret_pricer	reprints	num_reprints	gifts	distrib_novelty	tot_points_sale	tot_points_sale_1st_year	weeks_sale	print_run	 total_sales
   15.38	0	0	7	688	196	196	54	1300	566
    9.62	1	200	6	565	187	174	108	800	621
   10.58	0	0	7	674	208	196	93	1000	642
   15.38	10	710	0	148	98	46	136	740	682
   18.27	0	0	6	597	156	126	139	1300	701
   17.31	2	265	6	656	222	207	102	1265	741
    9.62	0	0	8	1598	292	285	65	3000	821
   13.46	0	0	8	1214	234	232	64	1600	905
   14.42	6	932	6	676	215	182	124	1632	1054
   14.42	0	0	8	957	247	212	88	1584	1096
   16.35	2	69	6	836	214	188	110	1369	1103
   13.46	0	0	8	749	184	167	84	1500	1140
   19.23	0	0	6	1125	265	235	137	1800	1221
   11.54	4	326	6	1182	352	319	139	2076	1597
   11.54	4	1895	8	895	266	230	83	3295	2043
    7.69	3	2557	7	1685	375	365	80	2607	2097
   17.31	1	101	0	67	40	0	129	131	15
   14.42	1	25	0	53	38	23	135	68	28
   17.31	2	408	0	93	57	23	139	438	46
   19.23	3	94	0	91	57	0	136	124	70
   11.54	1	311	0	110	78	56	135	316	150
   19.23	0	0	0	149	108	89	134	970	194
   17.31	0	0	6	328	102	90	106	750	235
   24.04	0	0	7	411	146	143	57	800	290
   17.31	0	0	7	388	162	154	75	700	468
   12.50	2	42	0	47	30	17	136	72	16
   12.50	1	30	0	47	31	20	134	60	23
   12.50	1	101	0	72	49	41	136	131	51
   12.50	3	25	0	48	35	24	138	55	68
   16.35	1	35	1	61	40	26	130	65	9
   16.35	1	71	0	70	44	38	133	101	55
   12.50	0	0	6	244	118	108	100	350	80
   16.35	0	0	7	266	81	79	80	600	99
  144.23	0	0	0	242	112	107	83	450	130
    9.62	2	119	7	244	136	135	57	269	159
   16.35	0	0	7	360	157	152	79	600	253
   16.35	0	0	6	370	115	108	110	600	435
   17.31	0	0	7	209	73	73	76	350	46
   17.31	0	0	7	168	86	85	59	210	53
   17.31	0	0	7	178	96	95	56	200	64
   17.31	0	0	7	166	79	76	71	200	75
   17.31	0	0	6	212	80	70	135	400	138
   13.94	0	0	8	253	94	93	60	400	190
   17.31	1	45	7	460	129	122	132	445	288
   24.04	0	0	0	2	2	1	69	10	2
   19.23	1	36	0	15	16	9	126	46	0
   18.27	1	62	0	46	22	15	126	72	0
   19.23	1	77	0	61	28	24	135	107	1
   14.42	1	66	0	50	24	16	135	76	1
   17.31	0	0	0	67	38	19	136	156	2
   17.31	1	31	0	48	36	28	130	61	4
   14.42	1	15	0	19	18	9	135	25	5
   17.31	1	19	0	18	16	9	134	29	5
   11.54	1	52	0	23	11	10	126	62	5
   17.31	1	23	0	15	13	8	124	33	6
   19.23	1	36	0	28	21	15	114	46	6
   16.35	1	34	0	15	10	6	117	44	8
   13.46	1	32	0	37	20	12	137	62	10
   15.38	1	10	0	16	16	10	127	20	12
   14.42	1	68	0	54	28	22	132	98	13
   15.38	1	61	0	67	40	34	137	91	14
   15.38	3	28	0	27	15	11	118	38	14
   14.42	1	12	0	42	31	15	138	42	19
   14.42	3	36	0	21	18	11	126	46	20
   13.46	0	0	7	143	41	39	98	400	22
   16.35	1	19	0	23	21	11	136	29	23
   17.31	1	55	0	50	33	21	131	65	25
   16.35	1	33	0	29	23	13	134	43	26
   16.35	2	20	0	32	27	19	138	40	27
   15.38	1	96	0	68	36	26	136	126	31
   19.23	1	33	0	41	29	22	130	63	36
   14.42	8	89	0	71	44	24	138	99	39
   15.38	0	0	6	170	54	52	117	400	40
   14.42	1	88	0	75	38	0	134	118	40
   15.38	1	25	7	160	84	84	55	175	44
   15.38	3	178	0	115	52	38	135	188	47
   16.35	1	175	0	94	64	57	138	205	50
   15.38	0	0	6	214	77	74	108	400	55
   15.38	0	0	6	201	67	63	133	400	56
   15.38	0	0	6	284	76	73	112	700	60
   17.31	1	164	5	242	58	46	137	194	62
   16.35	0	0	7	318	115	112	65	700	73
   16.35	0	0	6	267	73	69	131	600	77
   15.38	0	0	7	231	81	78	97	400	78
   16.35	0	0	7	273	92	90	91	500	80
   17.31	0	0	7	297	127	123	87	500	81
   17.31	0	0	7	314	118	118	60	650	86
   18.27	0	0	6	276	76	73	104	700	86
   16.35	0	0	7	243	97	97	74	450	90
   15.38	0	0	7	223	98	97	60	250	104
   15.38	0	0	6	220	86	77	106	400	104
   16.35	0	0	6	287	99	90	128	600	109
   15.38	0	0	7	344	105	104	62	650	115
   17.31	0	0	7	368	131	130	61	812	118
   16.35	0	0	7	302	129	125	93	400	126
   15.38	1	40	6	263	88	82	120	540	142
   15.38	2	50	7	245	113	112	58	350	145
   16.35	0	0	7	295	105	102	80	600	152
   16.35	9	164	0	130	81	51	137	194	163
   24.04	0	0	6	279	107	97	136	500	164
   16.35	0	0	7	363	115	110	85	700	275
   16.35	0	0	6	386	133	124	112	600	392
   18.27	0	0	6	323	77	66	137	700	133
   16.35	6	80	0	116	80	60	126	104	2
   16.35	1	100	6	173	80	74	134	400	102
   16.35	0	0	6	281	116	111	118	400	164
   16.35	0	0	7	334	151	149	64	400	173
   16.35	0	0	8	288	127	126	61	400	192
   16.35	0	0	6	275	124	112	112	400	203
   16.35	1	28	6	410	136	121	127	428	240
   17.31	0	0	7	287	75	70	98	700	121
   19.23	0	0	6	299	85	70	125	700	123
   15.38	0	0	7	416	141	137	67	800	185
   22.12	0	0	6	598	102	94	110	1600	284
   17.31	0	0	7	239	101	92	95	400	164
   12.50	0	0	8	322	111	110	66	650	133
   13.46	0	0	7	315	123	122	61	650	175
   12.50	0	0	7	461	158	154	87	650	232
   12.50	0	0	7	455	160	155	86	650	354
   13.46	0	0	7	454	178	168	87	650	463
   14.42	0	0	7	153	74	72	77	200	46
   13.46	1	33	0	51	38	22	135	63	11
   13.46	1	65	0	78	50	30	134	95	29
   13.46	1	37	0	44	30	18	131	67	33
   13.46	2	44	0	53	36	22	136	74	53
   13.46	6	97	0	71	56	40	135	127	89
   13.46	0	0	6	413	121	113	107	850	270
   17.31	1	54	0	42	17	12	126	74	2
   14.42	0	0	7	618	141	137	67	1700	237
   12.50	4	1162	0	163	121	18	137	1182	460
   14.42	0	0	7	444	94	80	96	1200	204
   14.42	0	0	7	543	103	93	95	1200	292
   14.42	0	0	6	412	81	68	115	1200	358
   14.42	0	0	6	454	109	74	118	1200	880
   41.35	0	0	8	444	121	101	148	1050	404
   15.38	0	0	6	297	70	66	137	775	81
   18.27	0	0	0	268	70	69	82	700	118
   20.19	0	0	6	347	68	65	192	700	129
   19.23	0	0	8	317	82	78	120	700	131
   24.04	0	0	7	343	93	93	56	900	142
   15.38	0	0	6	307	49	46	137	850	177
   13.46	2	1546	9	558	137	128	60	2396	1758
   22.12	4	1004	1	47	28	15	197	1021	8
   24.04	0	0	1	385	73	69	99	1050	108
   25.96	0	0	6	278	75	70	162	650	151
   14.42	0	0	7	295	61	55	88	700	171
   15.38	0	0	6	277	79	76	181	650	178
   20.19	0	0	6	308	78	71	107	700	192
   18.27	0	0	6	262	76	70	147	600	195
   24.04	0	0	6	326	83	72	194	700	195
   25.96	0	0	6	544	96	90	158	1480	215
   14.42	0	0	7	449	99	97	60	1120	224
   14.42	0	0	6	277	80	73	151	700	243
   26.92	0	0	9	330	104	103	55	610	247
   18.27	0	0	6	226	77	69	166	430	261
   32.69	0	0	6	423	109	103	200	1050	267
   33.65	0	0	6	439	111	91	166	1050	715
   13.46	0	0	6	223	64	61	106	400	59
   20.19	0	0	7	247	60	58	63	742	79
   15.38	0	0	7	226	54	52	88	600	95
   15.38	0	0	6	248	52	49	155	600	99
   17.31	0	0	1	324	80	74	98	700	106
   17.31	1	46	6	282	77	59	202	696	124
   22.12	0	0	6	281	69	65	108	688	152
   14.42	0	0	6	256	86	81	115	400	187
   18.27	0	0	6	325	65	59	129	700	229
   15.38	0	0	7	390	92	88	93	700	260
   12.50	0	0	6	331	86	80	116	700	261
   25.96	0	0	6	367	102	94	150	700	336
   46.15	0	0	6	537	95	84	108	1550	357
   12.50	0	0	7	431	108	108	53	900	427
   35.58	0	0	8	441	94	85	93	1514	452
   12.50	0	0	7	470	113	113	54	900	453
   15.38	0	0	9	636	125	114	92	1400	752
    8.65	0	0	7	182	46	42	84	500	49
   15.38	0	0	7	284	71	70	79	650	50
   16.35	0	0	6	234	71	63	140	500	60
    8.65	0	0	7	185	40	35	86	500	90
    9.62	0	0	6	267	72	67	105	650	106
   15.38	0	0	6	371	108	98	182	700	191
   13.46	0	0	6	288	72	66	184	650	293
   12.50	0	0	8	419	113	107	129	750	309
   11.54	0	0	11	532	140	127	132	750	409
   11.54	0	0	9	481	142	137	79	700	479
   10.58	0	0	3	611	144	134	100	1200	611
   15.38	2	740	7	522	166	112	184	1440	1080
   18.27	1	575	6	207	55	48	125	1275	127
   22.12	0	0	6	230	63	57	105	600	180
   15.38	0	0	7	302	74	68	96	700	184
   20.19	0	0	6	282	59	50	156	700	238
   43.27	0	0	6	314	61	56	140	750	104
   15.72	0	0	6	301	73	65	131	700	129
   25.00	1	650	5	516	98	87	194	2050	424
   13.46	0	0	6	272	65	61	106	650	64
   20.19	0	0	6	203	62	56	135	475	74
   13.46	1	650	6	313	83	80	182	1300	81
   19.23	0	0	6	251	61	57	114	650	90
   16.35	0	0	7	265	65	65	57	705	92
   17.31	0	0	7	263	66	62	157	600	126
   17.31	0	0	6	221	64	59	191	450	132
   16.35	0	0	7	219	67	66	60	544	116
   27.88	0	0	6	403	64	59	137	1050	160
   11.54	0	0	6	320	90	82	147	600	214
   11.54	0	0	6	275	72	67	105	700	227
   18.27	0	0	7	266	75	68	92	600	234
   18.27	0	0	7	301	88	88	60	700	331
   25.96	0	0	6	397	99	86	112	2094	458
   16.35	0	0	7	542	119	114	67	650	495
   37.50	0	0	6	475	110	93	192	750	502
   15.38	1	50	9	597	130	121	80	750	659
   36.54	0	0	6	731	114	98	132	2100	771
   34.62	0	0	6	580	118	86	185	1300	774
   14.42	2	54	1	3	3	1	70	55	2
   30.77	0	0	22	299	98	91	88	575	237
   24.04	0	0	6	547	103	86	194	1500	388
   16.35	0	0	7	321	85	85	59	700	181
   25.00	0	0	8	306	92	86	108	600	262
   24.04	0	0	0	221	68	65	82	450	202
   11.54	0	0	6	43	29	26	133	50	14
   21.15	3	45	7	62	38	36	126	95	44
   19.23	1	25	7	47	33	31	131	72	12
   14.42	3	57	7	78	38	37	88	87	19
   16.83	2	99	7	58	39	36	94	129	23
   14.42	2	75	7	115	39	39	60	135	39
   16.35	4	140	6	147	37	36	105	200	58
    9.62	0	0	0	31	6	4	130	78	6
   12.50	2	20	0	32	24	23	59	50	12
    9.62	1	20	7	57	36	36	72	80	15
   14.42	2	60	6	80	44	41	104	120	16
    9.62	1	15	7	66	37	37	72	75	25
    9.62	2	30	7	64	44	44	60	90	29
    9.62	4	57	7	76	37	35	68	87	35
   11.54	0	0	0	6	3	3	68	10	7
    9.62	1	10	0	10	9	7	65	14	13
    8.65	0	0	0	2	1	1	0	2	2
   32.69	5	175	8	158	109	108	60	275	192
    9.62	1	10	7	50	36	36	59	70	15
    7.69	0	0	6	60	37	36	111	100	22
   28.85	11	190	6	286	88	79	141	490	443
   17.31	0	0	6	462	132	122	150	700	279
   11.54	0	0	6	110	27	25	108	280	20
   14.42	0	0	7	212	68	64	80	500	157
   19.23	0	0	7	211	66	65	76	400	207
   14.42	1	200	7	105	46	45	47	350	40
    7.69	0	0	7	206	92	91	60	297	99
    5.77	0	0	6	179	39	35	129	400	52
   24.04	0	0	7	302	94	84	162	575	211
    7.69	0	0	6	425	69	63	165	700	241
   17.31	0	0	7	164	68	68	62	300	50
   28.85	0	0	6	283	52	45	166	700	64
   17.31	0	0	6	179	64	57	139	315	70
   17.31	0	0	6	272	72	68	197	562	102
   16.35	0	0	6	287	82	73	203	457	222
   33.65	0	0	6	105	55	51	141	150	28
   22.12	0	0	6	343	104	96	134	504	301
   24.04	1	360	7	474	174	172	59	869	352
    5.77	0	0	4	71	39	35	134	75	44
    5.77	0	0	7	141	49	49	57	300	75
    5.77	0	0	6	132	55	53	193	220	77
    5.77	0	0	7	143	50	50	57	300	85
    5.77	0	0	7	155	54	54	57	275	104
    5.77	0	0	6	147	62	57	196	220	105
    5.77	0	0	6	137	48	43	187	195	117
    5.77	0	0	6	159	63	59	196	220	175
    5.77	4	136	6	83	40	36	140	236	209
    5.77	6	62	6	230	94	88	196	282	269
   11.54	0	0	6	115	50	45	134	200	43
   11.54	2	30	6	135	65	61	142	157	86
   21.15	0	0	6	350	55	53	167	893	115
   11.54	0	0	6	161	55	53	160	270	94
   34.57	4	111	6	215	119	109	187	263	108
   17.31	0	0	7	171	37	36	75	360	28
   11.06	0	0	6	315	77	76	156	660	85
   11.06	0	0	0	281	46	44	152	675	183
   11.06	0	0	6	443	120	111	185	650	528
   24.04	2	20	6	265	85	68	149	520	498
   24.04	0	0	7	214	51	49	87	493	104
    9.62	3	118	6	294	64	56	184	458	398
   15.87	0	0	6	284	39	36	155	810	47
   14.90	0	0	6	231	55	51	184	832	50
   13.65	0	0	7	150	45	41	89	352	58
   13.94	0	0	6	226	45	41	144	810	64
   13.46	0	0	6	127	46	41	112	349	70
   13.27	0	0	6	177	44	38	137	350	80
   14.23	0	0	6	253	60	48	188	810	82
   13.94	0	0	6	246	55	44	169	810	199
   13.75	0	0	6	290	48	38	181	810	262
   13.27	2	50	6	162	56	46	196	375	332
   12.98	0	0	10	274	69	53	175	810	726
   15.38	0	0	6	82	31	28	145	250	36
   21.15	0	0	6	222	40	38	169	600	19
   13.75	0	0	6	202	39	35	194	810	28
   16.83	0	0	6	247	42	38	125	500	39
   19.23	0	0	6	178	44	44	103	150	57
   13.94	1	20	6	123	27	25	157	220	239
   13.46	0	0	6	143	52	47	130	370	62
   15.87	0	0	6	306	52	47	199	810	64
   15.87	0	0	6	336	63	59	164	810	100
   15.38	0	0	6	125	46	44	158	300	48
   15.38	0	0	6	216	37	36	180	600	14
   17.79	0	0	6	94	32	27	152	200	28
   15.38	0	0	6	278	34	32	165	600	31
   16.83	0	0	6	91	28	25	136	250	38
   18.27	0	0	6	302	58	54	170	600	52
   15.87	0	0	6	238	48	45	178	600	63
   17.31	2	349	6	203	43	34	132	549	330
   13.08	0	0	7	251	68	55	150	810	437
   11.54	0	0	7	495	155	146	99	830	144
   11.54	0	0	7	805	229	206	166	1276	430
    6.73	0	0	6	410	89	83	187	800	129
   21.15	0	0	6	815	176	169	148	1848	148
   23.08	0	0	6	1053	281	250	197	1806	877
   17.31	0	0	6	413	130	119	195	756	83
   11.54	0	0	7	741	144	135	97	1344	96
   16.35	0	0	7	872	185	179	94	1754	185
   17.31	1	1265	6	924	210	201	163	2565	186
   15.38	0	0	12	700	208	198	152	1300	231
   17.31	0	0	8	755	207	200	73	1764	258
   14.42	0	0	7	827	226	222	67	1350	301
   17.31	0	0	6	657	189	173	191	1716	384
   13.46	0	0	6	927	151	136	112	1400	434
   17.31	0	0	9	1513	324	322	63	1816	660
   14.42	0	0	8	613	164	160	67	1350	685
   17.31	0	0	11	1980	387	365	93	2732	750
   17.31	1	983	6	709	268	246	135	2333	1323
   17.31	1	980	7	1551	372	361	117	2830	1373
   19.23	1	1960	7	2988	381	368	152	4702	2451
   17.31	0	0	6	375	100	94	144	812	107
   13.46	1	1352	6	731	207	196	113	2702	332
   13.46	1	1696	6	977	166	151	112	3596	655
   15.38	1	1802	5	997	287	261	120	3602	855
   24.04	5	2461	15	1442	440	437	57	4261	2299
   14.42	2	2544	6	1794	382	355	187	3764	2429
   23.08	1	1470	8	1398	431	395	172	3216	2515
   15.38	0	0	6	403	132	126	125	800	105
   19.23	0	0	9	1707	358	348	110	2855	865
   17.31	0	0	12	1018	255	245	97	1759	616
   17.31	4	22	10	4419	740	686	93	6862	4254
   17.31	10	25785	70	16351	1086	1018	143	34985	28769
   17.31	1	5	10	2655	374	372	67	3808	327
   17.31	1	1	12	4153	514	510	121	5649	540
   16.35	0	0	108	1792	369	365	152	2907	922
   16.35	4	48	9	4141	497	484	85	7176	1232
   13.46	1	10	11	2676	421	412	77	3875	1433
   16.35	2	19	11	2210	337	320	128	4508	1658
   18.27	1	10	15	6284	740	734	65	8010	3117
   16.35	2	30	38	7882	622	616	65	9978	3854
   16.35	4	2609	29	9761	722	688	137	11659	4478
   16.35	4	3172	208	5353	734	710	81	9170	4820
   16.35	2	48	765	17412	1003	993	195	19774	5885
   18.27	3	2122	11	10195	589	560	113	12202	5905
   18.27	6	5019	17	8480	834	776	87	15009	7051
   19.23	7	9428	23	7483	907	762	201	13028	8373
   18.27	11	18899	25	11642	950	908	146	29039	19405
   20.19	3	33	9	2530	408	404	134	2618	483
   18.27	2	50	13	2491	439	434	66	3115	656
   17.31	2	25	23	2446	375	371	65	2885	677
   20.19	2	5	7	3830	524	518	180	4995	733
   17.31	0	0	8	2637	466	463	191	2974	809
   20.19	2	8	11	1977	232	229	90	4007	864
   19.23	1	2	12	3384	426	423	118	5547	1119
   17.31	1	41	0	350	5	4	135	336	209
   16.35	0	0	7	280	33	31	77	305	255
   16.35	0	0	2	503	5	2	137	495	308
   20.19	3	44	7	1515	315	301	89	2998	473
   17.31	2	2768	14	1884	376	372	202	5777	485
   17.31	2	4	8	2413	392	390	148	4911	556
   20.19	3	42	0	1525	299	289	88	3024	626
   16.35	0	0	7	1980	330	327	163	3664	640
   17.31	2	6	7	3100	363	361	166	6009	713
   19.23	3	44	0	1549	315	295	88	2990	740
   20.19	3	2326	7	3358	370	364	162	7422	868
   19.23	2	8	10	3710	512	506	93	6063	884
   20.19	1	2	9	3237	496	487	97	4036	998
   19.23	3	43	0	1652	367	334	89	3052	1088
   20.19	2	2	9	3360	507	499	103	3961	1129
   19.23	2	2046	14	2437	482	477	118	2766	1166
   18.27	3	551	10	4653	493	490	85	6031	1167
   20.19	2	7	0	2315	372	338	88	4841	1188
   21.15	3	49	0	973	368	340	89	2966	1281
   20.19	3	15	9	4842	577	563	137	4979	1683
   20.19	3	49	1	2500	437	411	89	3683	1689
   19.23	2	3	12	4023	431	414	169	5179	1854
   16.35	3	17	9	3273	550	541	82	3481	2005
   19.23	3	15	9	3077	539	527	135	3733	2280
   19.23	5	4894	10	3621	579	564	142	4922	2324
   18.27	3	3349	13	2823	462	443	150	4349	3041
   19.23	2	1602	12	4074	536	528	116	7512	3175
   19.23	5	437	18	8248	637	625	132	10007	4218
   23.08	6	9984	15	7287	797	781	93	13904	5126
   18.27	2	5	7	2751	418	411	117	4005	466
   18.27	2	5	10	2686	465	463	180	4995	542
   15.38	3	202	6	2733	434	429	145	3162	549
   18.27	1	2	8	2756	362	361	155	5010	654
   20.19	2	6	7	2320	412	406	141	3516	739
   17.31	4	1318	9	2743	398	392	151	4115	817
   16.35	2	3	12	2771	541	518	205	2858	1047
   17.31	2	5	0	1992	355	348	116	3225	1049
   20.19	2	3	8	3024	510	500	187	3839	1261
   18.27	3	8	8	2735	491	482	144	2998	1273
   22.12	3	1174	9	2459	470	461	183	4774	1332
   21.15	3	2059	45	6762	663	657	96	8816	1761
   17.31	2	252	8	2622	432	420	169	3732	2095
   20.19	1	5	16	3933	459	445	167	7025	2226
   21.15	2	9	7	4780	373	361	109	4793	2359
   19.23	1	3	8	9543	573	553	113	9953	3416
   19.23	3	9	8	4086	607	576	196	5917	3944
   20.19	7	18757	25	21617	1017	1004	167	29977	17542
   11.49	4	56	7	2010	355	347	90	3556	344
   15.38	2	1176	6	1417	336	310	153	2804	761
   20.19	0	0	12	2310	481	474	184	3900	883
   14.38	1	5	11	2660	388	383	115	3528	1007
   19.23	1	1	6	2989	546	536	148	2941	1007
   18.27	1	6	8	3541	583	544	188	5056	2492
   19.23	5	11333	15	8194	753	674	164	11993	5146
   17.31	4	2174	20	5263	771	714	202	8070	5339
   17.31	6	4555	15	5494	795	680	147	7915	6107
   19.23	8	8225	16	11647	941	850	197	16695	8956
   16.35	0	0	7	2609	349	345	101	3960	210
   38.41	1	38	7	934	222	222	56	1892	220
   17.31	1	7	7	2641	767	759	93	2976	324
   17.31	1	3	9	1841	308	305	56	3153	547
    9.57	1	818	8	1593	329	329	61	3888	575
   15.38	1	2	10	1967	377	365	98	2717	606
   15.38	2	4	7	1917	343	335	82	3522	623
   16.35	1	6	7	1908	367	361	87	2986	664
   28.85	1	1	6	945	242	230	112	1508	786
   17.31	1	2	7	2485	411	402	168	4340	795
   11.49	1	1	7	1336	338	331	87	1927	1188
   19.23	1	4	8	2958	497	475	96	4044	1233
   11.54	2	4	6	4177	547	544	149	5022	1424
   15.38	3	6	7	3493	473	433	133	6080	1509
   19.23	1	6	8	2031	470	447	64	2571	1631
   16.35	1	37	9	5162	546	539	90	8205	1806
   19.23	2	3	8	2985	472	433	84	6043	1852
   17.31	5	14235	57	10496	777	767	90	15235	2032
   19.23	4	2012	14	6846	749	716	145	9392	2157
   19.23	3	10	11	3313	531	464	112	3900	2270
   17.31	1	13	9	3596	560	537	58	6356	3032
   15.38	3	1323	9	3994	611	583	131	5493	3225
   19.23	4	1642	10	5190	625	583	142	8838	3497
   15.38	4	3034	7	5194	611	583	120	8004	4075
   17.31	6	8353	15	8408	844	780	121	16177	8839
   16.35	5	4663	9	7551	764	698	170	12873	10872
   11.49	1	24	5	835	134	131	89	1014	57
   20.19	0	0	0	480	108	102	88	1928	188
   21.15	0	0	0	529	132	124	88	1308	333
   17.31	0	0	4	822	188	175	147	1479	550
   18.27	2	7	11	1823	308	300	88	2977	226
   18.27	2	3	7	1853	362	357	184	3663	266
   15.38	1	3	11	2147	404	399	77	2883	405
   18.27	1	2	8	2005	311	306	180	3051	444
   18.27	0	0	8	2168	363	354	161	2980	470
   15.38	2	6	12	2403	444	439	139	2940	564
   18.27	2	6	10	2432	392	384	94	3966	612
   15.38	0	0	6	1831	338	328	183	2865	735
   18.27	2	3	10	2325	351	342	129	3870	745
   14.42	3	2799	9	1767	348	336	174	2819	758
   18.27	4	23	9	2719	440	431	113	2919	776
   17.31	0	0	6	2172	481	478	173	2990	777
   19.23	2	6	8	2792	541	531	180	2986	981
   17.31	1	5	8	2701	515	508	80	2960	1255
   18.27	3	8	14	3120	538	522	143	3907	1354
   20.19	2	5	8	5861	590	576	98	7860	1510
   16.83	1	4	10	4417	533	533	60	5024	1590
   16.35	4	400	8	3849	454	442	150	4405	1639
   14.42	3	839	13	2256	412	375	91	3719	1707
   20.19	1	3	26	4359	701	694	191	4893	1745
   19.23	2	284	12	2685	408	396	87	3194	1763
   22.12	2	7	13	3785	507	488	132	5027	1799
   22.12	1	5	13	3667	515	507	67	3845	1801
   18.27	3	314	10	3808	497	483	102	4234	1902
   21.15	1	1	26	3465	547	531	152	4956	2120
   15.38	2	6	8	3431	396	386	196	4892	2180
   21.15	1	3	10	6173	641	636	60	7963	2381
   20.19	2	7	9	4464	563	543	164	4882	2538
   19.23	2	9	9	5373	744	721	199	5809	2642
   23.99	3	3261	17	2664	447	356	61	4975	3126
   19.23	3	1537	11	4601	543	522	111	6282	3530
   21.15	4	1806	14	3694	648	633	171	6166	3597
   22.12	3	1746	8	4639	551	538	120	6676	3634
   17.31	5	5785	20	13109	967	954	72	15050	6698
   19.23	5	14097	24	13362	843	825	119	20037	9009
   20.19	3	6565	61	11819	842	823	168	18805	9390
    4.81	2	5	6	5152	550	539	144	7671	1188
   16.35	1	3	8	1541	348	344	66	2953	2192
   14.38	5	159	1	240	77	54	128	5085	91
   11.49	7	194	7	1235	180	170	126	3240	296
   11.49	7	123	7	1260	173	164	117	3293	338
   11.49	8	3037	6	890	284	262	118	3045	497
    5.72	8	1572	0	1084	149	149	99	1581	540
   11.49	8	2572	6	758	303	274	123	2576	604
    5.72	2	361	0	1151	142	142	92	1261	668
    5.72	10	1340	0	1253	156	154	113	1659	712
    5.72	8	1302	0	991	111	110	105	1503	812
    5.72	10	1526	0	1205	145	145	110	1539	821
    5.72	8	3104	0	1217	139	138	114	3164	876
    5.72	2	191	0	970	144	142	80	1267	878
    5.72	10	1005	0	935	97	95	109	1052	888
    5.72	11	122	1	1376	145	142	155	2640	927
    5.72	6	1341	0	980	107	107	106	1403	932
    5.72	10	1648	0	1238	151	149	113	2202	964
    5.72	2	1709	0	1150	116	115	63	1714	980
    5.72	8	1871	0	1308	146	145	113	1945	984
    5.72	3	1016	0	1178	158	148	91	1516	1018
    5.72	8	2062	0	1390	135	134	130	2112	1051
    5.72	8	1274	0	1114	96	96	130	1324	1066
    5.72	2	163	0	1142	173	125	94	1282	1100
    5.72	9	118	0	1231	109	106	142	1537	1131
    5.72	3	1645	0	1147	124	119	79	1828	1207
    5.72	2	1101	0	903	110	109	80	1401	1255
    5.72	8	683	1	1499	170	156	106	1572	1258
    5.72	10	1450	0	1429	97	92	182	1542	1259
    5.72	8	833	0	1350	143	141	106	1696	1269
    5.72	1	113	0	957	124	122	81	1500	1308
    5.72	8	1298	0	1186	155	153	105	1791	1332
    5.72	9	4501	0	1570	149	145	130	4551	1334
    5.72	8	1408	0	1411	92	90	181	1573	1388
    5.72	12	2145	0	1225	150	109	169	2591	1396
    5.72	7	70	0	1233	157	153	95	3031	1418
    5.72	7	2259	0	1918	162	162	112	2396	1435
    5.72	7	1678	0	898	105	104	106	1724	1452
    5.72	10	135	0	1286	150	150	136	3944	1476
    5.72	9	2085	1	1213	163	119	169	2290	1512
    5.72	9	174	3	1263	143	142	142	4212	1519
    5.72	8	1557	0	1434	144	144	91	1781	1528
    5.72	10	1424	0	1314	151	145	106	1592	1531
    5.72	10	1643	0	1438	163	157	104	1655	1564
    5.72	6	2026	0	1388	133	133	130	2076	1675
    5.72	10	2090	0	1398	141	141	130	2140	1676
    5.72	8	110	0	1091	137	130	169	2110	1946
    5.72	4	2423	0	1585	150	150	61	2775	1978
    5.72	4	2073	0	1031	117	110	76	2169	1979
    5.72	12	425	0	1938	244	153	155	2881	2134
   15.38	1	1	6	1543	295	291	116	2939	311
   17.31	2	13	9	2601	430	428	67	2803	1095
   18.27	4	2484	7	1914	341	324	163	3054	1501
   18.27	1	3	23	3814	509	506	166	5253	1572
   16.35	3	2099	6	3266	505	494	145	5035	1762
   16.35	4	2015	29	7567	683	670	96	9165	3819
   18.27	6	26200	21	25265	1167	1143	191	33775	22708
    9.57	1	2	7	2218	323	317	114	4109	233
   14.42	1	2	3	1764	312	308	77	2922	283
   15.38	2	3	6	1647	378	370	180	2673	884
   14.42	2	4	6	2136	489	478	115	2784	1279
   17.31	3	1594	7	2480	593	586	158	4534	1586
    4.76	3	95	6	5017	540	532	144	5882	1442
   15.38	0	0	9	3039	487	473	119	4419	1561
   19.23	2	6	7	1440	280	273	87	2726	417
   14.42	1	3	7	1832	349	342	80	3473	644
   17.31	0	0	10	1368	316	314	59	2504	1021
   15.38	1	10	7	1534	291	287	85	2954	177
   16.35	0	0	10	2009	359	354	66	2997	638
   19.13	0	0	8	649	170	168	66	1200	293
   21.15	2	11	6	691	175	165	145	1511	619
    9.62	1	8	6	511	116	106	105	1208	123
    9.62	1	7	6	384	124	109	128	1207	147
    9.62	1	8	7	473	123	112	91	908	199
    9.62	2	11	6	440	127	117	131	1311	212
    9.62	1	5	6	588	150	130	111	1205	235
    9.62	0	0	8	532	171	169	63	1500	310
    9.62	2	7	6	739	146	130	201	1777	348
    9.62	1	6	7	478	122	109	90	806	349
    9.62	1	11	7	526	132	119	89	1011	399
    9.62	2	9	6	844	182	170	160	1509	411
    9.62	0	0	7	592	177	167	76	1000	491
    9.62	2	21	6	936	156	132	142	1841	552
    9.62	1	9	7	929	239	229	97	1509	554
    9.62	2	23	6	766	199	181	148	1557	604
    9.62	1	8	11	494	169	159	114	1208	662
    9.62	2	17	6	677	196	165	133	1217	730
    9.62	1	5	8	1017	216	204	83	1505	747
